Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation;Webradio détectée;Indice trouvé;URL de détection
9740572D;Collège Les Deux Canons;Collège;Public;40 avenue de Lattre de Tassigny;BP 56;;97491;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 28 16 57;02 62 29 19 32;https://etab.ac-reunion.fr/clg-deux-canons;ce.9740572d@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;0;19974572000011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1021;-20.89166339918883, 55.47650996498801;SANS OBJET;La Réunion;La Réunion;La Réunion;341537.5;7689090.8;EPSG:2975;;-20.89166339918883;55.47650996498801;Numéro de rue;1972-01-21;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740645H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9741189Z;Collège Jean Lafosse;Collège;Public;86 rue de Paris;;;97450;97414;Saint-Louis;974;28;04;;;0;0;0;02 62 91 93 50;02 62 91 93 51;https://etab.ac-reunion.fr/clg-jean-lafosse;ce.9741189z@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;0;19974957300010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15048;-21.269996658546088, 55.40061992985625;SANS OBJET;La Réunion;La Réunion;La Réunion;334063.1;7647130.3;EPSG:2975;;-21.269996658546088;55.40061992985625;Numéro de rue;1997-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741189Z;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9741546M;Collège privé La Salle Alexandre Monnet;Collège;Privé;106 rue des vanilliers;;;97470;97410;Saint-Benoît;974;28;04;;;0;0;0;02 62 90 92 91;02 62 21 40 84;http://college-alexandre-monnet.ac-reunion.fr/;directeuradjoint@stmichel.re;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;;0;31568268200028;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18667;-21.03034734704225, 55.68847368347507;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;363713.3;7673933.9;EPSG:2975;;-21.03034734704225;55.68847368347507;Numéro de rue;2009-08-17;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;9740083X;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Non;;
9741045T;Collège Titan;Collège;Public;15 boulevard de Toulouse;BP 1011;;97827;97407;Le Port;974;28;04;;;0;0;0;02 62 43 61 41;02 62 55 11 85;https://etab.ac-reunion.fr/clg-titan;ce.9741045t@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;1;19974145500018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.887;-20.94256222376392, 55.29129762902777;SANS OBJET;La Réunion;La Réunion;La Réunion;322329.0;7683262.0;EPSG:2975;;-20.94256222376392;55.29129762902777;Numéro de rue;1992-08-27;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740812P;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-titan/2025/11/12/nouveau-brevet-ce-qui-change-a-partir-de-cette-annee/
9741366S;Collège Guy Môquet;Collège;Public;55 rue des Poinsettias;BP 37;;97470;97410;Saint-Benoît;974;28;04;;;0;0;0;02 62 90 06 25;02 62 23 62 48;https://etab.ac-reunion.fr/clg-guy-moquet;ce.9741366S@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;0;20000566800013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15631;-21.053232645145542, 55.711358220557344;SANS OBJET;La Réunion;La Réunion;La Réunion;366112.1;7671420.0;EPSG:2975;;-21.053232645145542;55.711358220557344;Numéro de rue;2007-06-12;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740083X;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Oui;Mot-clé: webradio;https://etab.ac-reunion.fr/clg-guy-moquet/les-disciplines-2/culture-antique/
9740680W;Centre d'information et d'orientation du Tampon;Information et orientation;Public;Cité scolaire Roland Garros;BP 138;;97833;97422;Le Tampon;974;28;04;;;;;;02 62 27 13 70;02 62 27 60 13;http://www.ac-reunion.fr/orientation-formation/sinformer-et-sorienter/les-centres-dinformation-et-dorientation-cio/cio-du-tampon.html;cio.le-tampon@ac-reunion.fr;;;;;;;;;;;;;;;;;;17974431300208;;https://www.onisep.fr/http/redirection/organisme_information/slug/INFO.957;-21.2749718463059, 55.521007467613515;SANS OBJET;La Réunion;La Réunion;La Réunion;346560.7;7646701.3;EPSG:2975;;-21.2749718463059;55.521007467613515;Correcte;1975-08-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;841;CENTRE D INFORMATION ET D ORIENTATION;99;;;;;;;28007;LE TAMPON;Non;;
9740697P;Centre d'information et d'orientation de Saint-Benoît;Information et orientation;Public;21 bis rue Lucien Duchemann;;;97470;97410;Saint-Benoît;974;28;04;;;;;;02 62 50 12 17;02 62 50 64 29;http://www.ac-reunion.fr/orientation-formation/sinformer-et-sorienter/les-centres-dinformation-et-dorientation-cio/cio-de-saint-benoit.html;cio.saint-benoit@ac-reunion.fr;;;;;;;;;;;;;;;;;;17974431300240;;https://www.onisep.fr/http/redirection/organisme_information/slug/INFO.702;-21.040559606892806, 55.715615646978975;SANS OBJET;La Réunion;La Réunion;La Réunion;366543.2;7672826.4;EPSG:2975;;-21.040559606892806;55.715615646978975;Parfaite;1975-10-06;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;841;CENTRE D INFORMATION ET D ORIENTATION;99;;;;;;;28008;SAINT-BENOIT;Non;;
9741649Z;Collège privé catholique Levavasseur;Collège;Privé;215 rue Anne Mousse;Beauséjour;;97438;97418;Sainte-Marie;974;28;04;;;0;0;0;0262 97 10 07;;https://ensemble-scolaire-levavasseur.re/;college@levavasseur.re;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;31566803800021;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17261;-20.93345932173167, 55.534953217430285;CONTRAT D'ASSOCIATION TOUTES CLASSES;La Réunion;La Réunion;La Réunion;347659.6;7684520.6;EPSG:2975;;-20.93345932173167;55.534953217430285;Numéro de rue;2018-08-16;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;30;9740921H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9741087N;Lycée polyvalent Boisjoly Potier;Lycée;Public;1 rue Ignaz Pleyel;CS 91007;;97839;97422;Le Tampon;974;28;04;;;1;1;1;02 62 57 90 30;02 62 27 27 05;https://etab.ac-reunion.fr/lyc-boisjoly-potier;ce.9741087n@ac-reunion.fr;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;;1;19974480600019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3955;-21.249857133024022, 55.524731982853666;SANS OBJET;La Réunion;La Réunion;La Réunion;346921.2;7649485.2;EPSG:2975;;-21.249857133024022;55.524731982853666;Numéro de rue;1993-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740620F;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/lyc-boisjoly-potier/ciav/
9741206T;Lycée polyvalent de Bois d'Olive;Lycée;Public;112 avenue Laurent Vergès;BP 71;;97432;97416;Saint-Pierre;974;28;04;;;1;1;1;02 62 49 89 60;02 62 49 89 61;https://etab.ac-reunion.fr/lyc-bois-d-olive;ce.9741206t@ac-reunion.fr;1;0;1;1;0;0;0;1;0;1;1;0;0;0;1;;1;19974120800011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11288;-21.298387733913355, 55.45734818298069;SANS OBJET;La Réunion;La Réunion;La Réunion;339980.5;7644045.8;EPSG:2975;;-21.298387733913355;55.45734818298069;Numéro de rue;1996-07-22;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9740027L;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9741060J;Lycée agricole privé Cluny;Lycée;Privé;4 chemin des Trois Frères;BP 23;;97441;97420;Sainte-Suzanne;974;28;04;;;0;0;1;02 62 98 06 26;02 62 52 33 50;http://www.lyceecluny-saintesuzanne.fr;sainte-suzanne@cneap.fr;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;;0;31540205700014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4948;-20.906294034248045, 55.6058060774096;SOUS CONTRAT ETABLISSEMENT AGRICOLE;La Réunion;La Réunion;La Réunion;355002.1;7687593.4;EPSG:2975;;-20.906294034248045;55.6058060774096;Numéro de rue;1990-01-01;2025-12-07;OUVERT;AGRICULTURE;0;0;;320;LYCEE PROFESSIONNEL;60;;;;;;;;;Oui;Player youtube.com;http://www.lyceecluny-saintesuzanne.fr
9741235Z;Collège Émilien Adam de Villiers;Collège;Public;8 A chemin départemental 29;;;97410;97416;Saint-Pierre;974;28;04;;;0;0;0;02 62 31 09 28;02 62 31 24 00;https://etab.ac-reunion.fr/clg-adam-de-villiers;ce.9741235z@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19974967200010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1013;-21.339917859459256, 55.516590132774986;SANS OBJET;La Réunion;La Réunion;La Réunion;346170.0;7639507.2;EPSG:2975;;-21.339917859459256;55.516590132774986;Numéro de rue;1998-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740811N;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740734E;Collège François Mahé de la Bourdonnais;Collège;Public;40 rue de Kerveguen;;;97490;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 28 27 65;02 62 28 85 71;https://etab.ac-reunion.fr/clg-mahe-de-labourdonnais;ce.9740734e@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19974734600013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3956;-20.88777310526711, 55.49644953313609;SANS OBJET;La Réunion;La Réunion;La Réunion;343607.8;7689541.0;EPSG:2975;;-20.88777310526711;55.49644953313609;Numéro de rue;1977-03-18;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741260B;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9741185V;Lycée général et technologique le Verger;Lycée;Public;1 avenue des Corossols;BP 31;;97438;97418;Sainte-Marie;974;28;04;;;1;1;0;02 62 53 20 60;02 62 53 20 69;https://etab.ac-reunion.fr/lyc-le-verger;ce.9741185v@ac-reunion.fr;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;;1;19974108300018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1019;-20.899914916172104, 55.54581910702997;SANS OBJET;La Réunion;La Réunion;La Réunion;348756.0;7688244.2;EPSG:2975;;-20.899914916172104;55.54581910702997;Numéro de rue;1996-07-22;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9740921H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9740022F;Collège Adrien Cerneau;Collège;Public;1 rue Noël Tessier;;;97438;97418;Sainte-Marie;974;28;04;;;0;0;0;02 62 53 40 54;02 62 53 45 31;https://etab.ac-reunion.fr/clg-adrien-cerneau;ce.9740022f@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP;1;19974022600014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11632;-20.894983725869047, 55.55265817027803;SANS OBJET;La Réunion;La Réunion;La Réunion;349462.5;7688796.5;EPSG:2975;;-20.894983725869047;55.55265817027803;Numéro de rue;1965-11-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740921H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9740070H;Collège du 14e km;Collège;Public;98 chemin Armanette;;;97430;97422;Le Tampon;974;28;04;;;0;0;0;02 62 27 34 52;02 62 43 81 08;https://etab.ac-reunion.fr/clg-14eme;ce.9740070h@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;19974070500017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.795;-21.25071879371023, 55.524926718312706;SANS OBJET;La Réunion;La Réunion;La Réunion;346942.3;7649390.0;EPSG:2975;;-21.25071879371023;55.524926718312706;Numéro de rue;1991-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740620F;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740053P;Lycée polyvalent Georges Brassens;Lycée;Public;16 avenue Georges Brassens;BP 253;;97493;97411;Saint-Denis;974;28;04;;;1;1;1;02 62 92 47 10;02 62 29 09 91;https://lycee-georgesbrassens.re/;ce.9740053p@ac-reunion.fr;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;;1;19974053100017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3960;-20.903930582270327, 55.484215181472436;SANS OBJET;La Réunion;La Réunion;La Réunion;342351.9;7687740.4;EPSG:2975;;-20.903930582270327;55.484215181472436;Numéro de rue;1990-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9741260B;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9740054R;Lycée général et technologique Lislet Geoffroy;Lycée;Public;15 rue Christol de Sigoyer;Cité scolaire du Butor, BP 50002;;97491;97411;Saint-Denis;974;28;04;;;1;1;0;02 62 90 72 00;02 62 90 72 25;http://lycee-lgeoffroy.ac-reunion.fr;ce.9740054r@ac-reunion.fr;1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;;1;19974054900019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14258;-20.89056698757068, 55.467240245510105;SANS OBJET;La Réunion;La Réunion;La Réunion;340572.0;7689203.0;EPSG:2975;;-20.89056698757068;55.467240245510105;Rue;1966-05-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;9740645H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Erreur;Connexion échouée;
9740045F;Lycée polyvalent Antoine de Saint-Exupéry;Lycée;Public;20 rue du lycée;BP 28;;97425;97401;Les Avirons;974;28;04;;;1;1;1;02 62 38 09 16;02 62 38 19 87;https://etab.ac-reunion.fr/lyc-antoine-de-saint-exupery;ce.9740045f@ac-reunion.fr;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;;1;19974045700015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.794;-21.239266851256666, 55.33616153780805;SANS OBJET;La Réunion;La Réunion;La Réunion;327338.3;7650463.3;EPSG:2975;;-21.239266851256666;55.33616153780805;Numéro de rue;1990-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;306;LYCEE POLYVALENT;99;9741387P;;;;974005;BASSIN D'EDUCATION ET DE FORMATION SUD-O;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740654T;Collège Joseph Suacot;Collège;Public;3 rue du Gymnase;BP 25;;97429;97405;Petite-Ile;974;28;04;;;0;0;0;02 62 56 79 30;02 62 56 79 39;https://etab.ac-reunion.fr/clg-joseph-suacot;ce.9740654t@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;19974654600019;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3959;-21.347309655405766, 55.56241234650612;SANS OBJET;La Réunion;La Réunion;La Réunion;350930.0;7638733.0;EPSG:2975;;-21.347309655405766;55.56241234650612;Numéro de rue;1975-04-24;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740952S;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Mot-clé: radio collège;https://etab.ac-reunion.fr/clg-joseph-suacot
9741581A;Collège du 12e km;Collège;Public;94 rue Georges Pompidou;CS 11017;;97418;97422;Le Tampon;974;28;04;;;0;0;0;02 62 34 57 80;02 62 32 85 29;https://etab.ac-reunion.fr/clg-12eme;ce.9741581A@ac-reunion.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;20003360300016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16509;-21.259076057452123, 55.52253077478172;SANS OBJET;La Réunion;La Réunion;La Réunion;346702.3;7648462.5;EPSG:2975;;-21.259076057452123;55.52253077478172;Rue;2013-08-16;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741581A;;;;;;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-12eme/premiere-connexion-des-parents-a-lenvironnement-numerique-de-travail/
9741208V;Collège Elie Wiesel du Chaudron;Collège;Public;1 rue de Bridet;BP 286;;97494;97411;Saint-Denis;974;28;04;;;0;0;0;02 62 28 24 32;02 62 28 07 06;https://etab.ac-reunion.fr/clg-elie-wiesel;ce.9741208v@ac-reunion.fr;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;1;19974121600014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15546;-20.89304067605612, 55.48490997321719;SANS OBJET;La Réunion;La Réunion;La Réunion;342412.8;7688946.6;EPSG:2975;;-20.89304067605612;55.48490997321719;Numéro de rue;1996-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740645H;;;;974001;BASSIN D'EDUCATION ET DE FORMATION NORD;28010;BASSIN D'EDUCATION ET DE FORMATION NORD;Non;;
9741261C;Collège Terrain Fayard;Collège;Public;1395 chemin du Centre;;;97440;97409;Saint-André;974;28;04;;;0;0;0;02 62 58 83 83;02 62 58 83 84;https://etab.ac-reunion.fr/clg-terrain-fayard;ce.9741261c@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;0;19974977100010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15049;-20.947674402028134, 55.65675445000811;SANS OBJET;La Réunion;La Réunion;La Réunion;360339.9;7683058.0;EPSG:2975;;-20.947674402028134;55.65675445000811;Numéro de rue;2001-08-20;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740703W;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Non;;
9740596E;Collège Antoine Soubou;Collège;Public;264 rue Marius et Ary Leblond;;;97460;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 45 45 35;02 62 45 61 55;https://etab.ac-reunion.fr/clg-antoine-soubou;ce.9740596e@ac-reunion.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;REP;0;19974596900014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3957;-21.0000851782693, 55.2808228749891;SANS OBJET;La Réunion;La Réunion;La Réunion;321308.0;7676882.0;EPSG:2975;;-21.0000851782693;55.2808228749891;Numéro de rue;1973-02-19;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740093H;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740620F;Collège Michel Debré;Collège;Public;5 rue du collège;;;97418;97422;Le Tampon;974;28;04;;;0;0;0;02 62 27 52 32;02 62 59 02 16;https://etab.ac-reunion.fr/clg-michel-debre;ce.9740620f@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;0;19974620700026;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13985;-21.217926638351067, 55.553958422407185;SANS OBJET;La Réunion;La Réunion;La Réunion;349922.0;7653048.0;EPSG:2975;;-21.217926638351067;55.553958422407185;Numéro de rue;1974-05-06;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740620F;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9740932V;Collège les Aigrettes;Collège;Public;11 route du Théâtre;;;97434;97415;Saint-Paul;974;28;04;;;0;0;0;02 62 24 58 58;02 62 24 49 59;https://etab.ac-reunion.fr/clg-les-aigrettes;ce.9740932v@ac-reunion.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19974932600013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13998;-21.039353273479005, 55.222335890774694;SANS OBJET;La Réunion;La Réunion;La Réunion;315275.8;7672468.0;EPSG:2975;;-21.039353273479005;55.222335890774694;Numéro de rue;1986-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740932V;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Oui;Player youtube.com;https://etab.ac-reunion.fr/clg-les-aigrettes/essai/
9740065C;Collège du Bassin Bleu;Collège;Public;17 chemin Morange;BP 189;;97470;97410;Saint-Benoît;974;28;04;;;0;0;0;02 62 51 14 00;02 62 51 02 13;https://etab.ac-reunion.fr/clg-bassin-bleu;ce.9740065c@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;0;19974065500014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5306;-21.084675895153556, 55.74314740552955;SANS OBJET;La Réunion;La Réunion;La Réunion;369442.8;7667965.8;EPSG:2975;;-21.084675895153556;55.74314740552955;Numéro de rue;1991-09-01;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9741233X;;;;974002;BASSIN D'EDUCATION ET DE FORMATION EST;28011;BASSIN D'EDUCATION ET DE FORMATION EST;Non;;
9740006N;Collège le Dimitile;Collège;Public;2 rue Hubert Delisle;;;97414;97403;Entre-Deux;974;28;04;;;0;0;0;02 62 39 50 21;02 62 39 57 62;https://etab.ac-reunion.fr/clg-le-dimitile;ce.9740006n@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;19974006900018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.886;-21.24953092295139, 55.47058785949234;SANS OBJET;La Réunion;La Réunion;La Réunion;341301.7;7649467.9;EPSG:2975;;-21.24953092295139;55.47058785949234;Numéro de rue;1965-11-23;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740027L;;;;974006;BASSIN D'EDUCATION ET DE FORMATION SUD-E;28015;BASSIN D'ETUDE ET DE FORMATION SUD;Non;;
9741236A;Collège Texeira da Motta;Collège;Public;27 rue Roger Eugène Delouise;BP 98;;97419;97408;La Possession;974;28;04;;;0;0;0;0262 55 26 80;0262 55 26 89;https://etab.ac-reunion.fr/clg-texeira-da-motta;ce.9741236a@ac-reunion.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19974975500039;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11445;-20.96205737798711, 55.323856604795914;SANS OBJET;La Réunion;La Réunion;La Réunion;325737.8;7681139.5;EPSG:2975;;-20.96205737798711;55.323856604795914;Numéro de rue;1999-06-29;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;9740084Y;;;;974004;BASSIN D'EDUCATION ET DE FORMATION OUEST;28012;BASSIN D'EDUCATION ET DE FORMATION OUEST;Non;;
9740067E;Centre d'information et d'orientation de Saint-Denis;Information et orientation;Public;5 rue Maréchal Leclerc;;;97400;97411;Saint-Denis;974;28;04;;;;;;02 62 21 18 81;02 62 30 33 85;http://www.ac-reunion.fr/orientation-formation/sinformer-et-sorienter/les-centres-dinformation-et-dorientation-cio/cio-de-saint-denis.html;cio.saint-denis@ac-reunion.fr;;;;;;;;;;;;;;;;;;17974431300232;;https://www.onisep.fr/http/redirection/organisme_information/slug/INFO.1272;-20.880618971682996, 55.447856319629814;SANS OBJET;La Réunion;La Réunion;La Réunion;338544.8;7690284.9;EPSG:2975;;-20.880618971682996;55.447856319629814;Parfaite;1968-04-03;2025-12-07;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;841;CENTRE D INFORMATION ET D ORIENTATION;99;;9740842X;ANNEXE GEOGRAPHIQUE;;;;;;Non;;
